is_parallel_safe,trip_count,nesting_depth,flops_per_iter,total_flops,memory_footprint_bytes,arithmetic_intensity,data_reuse_ratio,coalescing_efficiency,stride_regularity,branch_divergence_count,has_reduction,hw_type_code,bus_bandwidth_gbps,peak_tflops,unified_memory,t_cpu_ms,t_gpu_ms,speedup,is_profitable
1.0,8192.0,1.0,4.0,32768.0,98304.0,0.3333333333333333,7.0,1.0,1.0,1.0,0.0,0.0,89.6,2.66,1.0,0.009362285714285714,0.22338999999999998,0.04191004840989174,0
1.0,65536.0,1.0,4.0,262144.0,786432.0,0.3333333333333333,7.0,1.0,1.0,1.0,0.0,0.0,89.6,2.66,1.0,0.07489828571428571,0.94676,0.07911010785656947,0
1.0,262144.0,1.0,4.0,1048576.0,3145728.0,0.3333333333333333,7.0,1.0,1.0,1.0,0.0,0.0,89.6,2.66,1.0,0.29959314285714284,2.60504,0.11500519871370223,0
1.0,1048576.0,1.0,4.0,4194304.0,12582912.0,0.3333333333333333,7.0,1.0,1.0,1.0,0.0,0.0,89.6,2.66,1.0,1.1983725714285713,8.84333,0.13551146134188946,0
1.0,2097152.0,1.0,4.0,8388608.0,25165824.0,0.3333333333333333,7.0,1.0,1.0,1.0,0.0,0.0,89.6,2.66,1.0,2.3967451428571427,14.750259999999999,0.1624883319248029,0
1.0,1024.0,1.0,6.0,6144.0,12288.0,0.5,3.0,0.35,0.5,0.0,0.0,0.0,89.6,2.66,1.0,0.0017554285714285714,0.01734,0.10123578843302025,0
1.0,8192.0,1.0,6.0,49152.0,98304.0,0.5,3.0,0.35,0.5,0.0,0.0,0.0,89.6,2.66,1.0,0.014043428571428571,0.10478000000000001,0.1340277588416546,0
1.0,65536.0,1.0,6.0,393216.0,786432.0,0.5,3.0,0.35,0.5,0.0,0.0,0.0,89.6,2.66,1.0,0.11234742857142857,0.67143,0.16732560143489056,0
1.0,262144.0,1.0,6.0,1572864.0,3145728.0,0.5,3.0,0.35,0.5,0.0,0.0,0.0,89.6,2.66,1.0,0.4493897142857143,2.39874,0.18734406992242356,0
1.0,1048576.0,1.0,6.0,6291456.0,12582912.0,0.5,3.0,0.35,0.5,0.0,0.0,0.0,89.6,2.66,1.0,1.7975588571428571,11.298729999999999,0.1590938855201299,0
1.0,1024.0,1.0,12.0,12288.0,12288.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,89.6,2.66,1.0,0.003510857142857143,0.02138,0.16421221435253242,0
1.0,8192.0,1.0,12.0,98304.0,98304.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,89.6,2.66,1.0,0.028086857142857143,0.12674000000000002,0.2216100453121125,0
1.0,65536.0,1.0,12.0,786432.0,786432.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,89.6,2.66,1.0,0.22469485714285714,0.8005800000000001,0.28066508923887323,0
1.0,262144.0,1.0,12.0,3145728.0,3145728.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,89.6,2.66,1.0,0.8987794285714286,1.8396400000000002,0.4885626690936425,0
